:ID,name,pr0:double,:LABEL
1036,grandfather,2.4533642240961984E-4,Noun
1037,constitutionality,9.62869077106672E-5,Noun
1038,Harriet C. Babbitt,9.084061406996354E-5,Noun
1039,law,8.197111109679905E-4,Noun
1040,associate justice,2.759641769883679E-4,Noun
1041,The Court,8.347515887510166E-5,Noun
1042,commission,1.42734927875729E-4,Noun
1043,Charles R. Breyer,7.856485541186037E-5,Noun
1044,Joe Biden,2.4329522761938385E-4,Noun
1045,Jimmy Carter,1.8300158460649924E-4,Noun
1046,Bruce Babbitt,7.119940021699845E-5,Noun
1047,Constitution,8.018968648146401E-5,Noun
1048,retirement,2.588723835547873E-4,Noun
1049,Active Liberty,6.383394502213656E-5,Noun
1050,United States Senate,0.00871183815697026,Noun
1051,Cleveland,5.892364155889528E-5,Noun
1052,Jerry Brown,5.646848982727464E-5,Noun
1053,judges,5.9846491484124526E-5,Noun
1054,death penalty,5.924969413024681E-5,Noun
1055,Antonin Scalia,1.7887697025718548E-4,Noun
1056,Joanna Freda Hare,4.664788290079211E-5,Noun
1057,Edward M. Kennedy,4.4192731169171466E-5,Noun
1058,injury,5.016318341213646E-5,Noun
1059,subsidiary,4.594272087194524E-5,Noun
1060,opinions,9.384725443160966E-5,Noun
1061,Laurence Tribe.,3.437212424268891E-5,Noun
1062,manner,3.4485746102126315E-5,Noun
1063,Irving Gerald Breyer.,2.946182077944764E-5,Noun
1064,judge,1.0876595341252876E-4,Noun
1065,district judge,3.5132465828259445E-5,Noun
1066,jurist,9.093168730597255E-5,Noun
1067,Airline Deregulation Act,1.964121385296509E-5,Noun
1068,consequence,3.068302584712344E-5,Noun
1069,Stanford University,7.217444769586526E-5,Noun
1070,justice,4.829700261115074E-5,Noun
1071,high school,1.2832330459075592E-4,Noun
1072,dissents,7.36545519486191E-6,Noun
1073,cases,1.0680675079388013E-4,Noun
1074,Marcus Aurelius Antoninus,1.3433543255715329E-5,Noun
1075,Cassius Dio,6.925613411097501E-5,Noun
1076,Julia Maesa,2.6571021823878686E-5,Noun
1077,Roman,1.3576146837879853E-4,Noun
1078,sun god,5.646413747409649E-6,Noun
1079,Publius Valerius Comazon,5.52366562246596E-6,Noun
1080,Roman Senate,2.662567931717743E-5,Noun
1081,reign,1.0206762715552417E-4,Noun
1082,Gannys,5.0326731226912075E-6,Noun
1083,historian,4.970368230466579E-5,Noun
1084,Caracalla,5.260571977163406E-5,Noun
1085,Sextus Varius Marcellus,4.664428747860144E-6,Noun
1086,Adrian Goldsworthy,4.541680622916456E-6,Noun
1087,Emesa,8.074204521033734E-6,Noun
1088,vices,4.173436248085393E-6,Noun
1089,cognomen,3.9279399981980166E-6,Noun
1090,Third Legion Gallica,3.805191873254328E-6,Noun
1091,Hierocles,3.6824437483106404E-6,Noun
1092,Praetorian Guard,2.1210961993495343E-5,Noun
1093,grandmother,3.17361047618567E-5,Noun
1094,tradition,1.6121737851618204E-5,Noun
1095,brother,1.4361143720351634E-4,Noun
1096,members,1.6536564024809044E-4,Noun
1097,Diadumenian co-emperor,2.8232068737048243E-6,Noun
1098,deity,2.7004587487611363E-6,Noun
1099,John Malalas,2.577710623817448E-6,Noun
1100,historians,1.4616951983647598E-5,Noun
1101,Gellius Maximus,2.0867181240426963E-6,Noun
1102,history,1.5227985443068244E-4,Noun
1103,Elagabus,1.595725624267944E-6,Noun
1104,Aurelius Zoticus,1.4729774993242562E-6,Noun
1105,marriage,4.7977524622541195E-5,Noun
1106,nicknames,1.104733124493192E-6,Noun
1107,Sextus Varius,9.819849995495041E-7,Noun
1108,Verus,8.592368746058161E-7,Noun
1109,History of the Roman Empire,7.364887496621281E-7,Noun
1110,birth name,2.283695209698613E-6,Noun
1111,Macrinus,5.598288405746403E-6,Noun
1112,Ulpius Julianus,3.6824437483106405E-7,Noun
1113,head priest,2.4549624988737603E-7,Noun
1114,name,2.236054348780909E-4,Noun
1115,Iroij Litokwa Tomeing,1.0316644175489236E-5,Noun
1116,Marshall Islands,6.440616312704982E-5,Noun
1117,Wotje Atoll,9.903978408469667E-6,Noun
1118,Federated States of Micronesia Constitutional Convention,9.697645524959884E-6,Noun
1119,Arlin,9.491312641450099E-6,Noun
1120,Catholic Elementary School,9.284979757940312E-6,Noun
1121,Majuro,9.078646874430528E-6,Noun
1122,Marshall Islands Constitutional Convention,8.872313990920743E-6,Noun
1123,seat,1.509662500147234E-4,Noun
1124,Annette Lu,8.459648223901173E-6,Noun
1125,extension program,8.253315340391388E-6,Noun
1126,PIC High School,8.046982456881605E-6,Noun
1127,constituency,2.3121371238870263E-4,Noun
1128,Springdale,7.634316689862035E-6,Noun
1129,Jaluit.,7.42798380635225E-6,Noun
1130,Arkansas,1.4728953487924804E-4,Noun
1131,school,3.0532484496542206E-4,Noun
1132,Speaker,5.185737907117597E-5,Noun
1133,University of Hawaiʻi,6.602652272313112E-6,Noun
1134,Pohnpei.,6.3963193888033266E-6,Noun
1135,Likiep,6.189986505293542E-6,Noun
1136,Japanese,6.882095798294161E-5,Noun
1137,Mayor,1.3538557807851815E-4,Noun
1138,grandchildren.,9.40142424995172E-6,Noun
1139,children,5.733900520879998E-4,Noun
1140,principal,7.69520035960934E-6,Noun
1141,teacher,1.036928624901514E-4,Noun
1142,Ebon Elementary School,4.126657670195694E-6,Noun
1143,Rita Elementary School,3.92032478668591E-6,Noun
1144,Nitijela,2.986647491271355E-5,Noun
1145,atolls,3.50765901966634E-6,Noun
1146,President,7.539501668952919E-4,Noun
1147,Vice Speaker,3.094993252646771E-6,Noun
1148,member,9.395349521347995E-4,Noun
1149,mayor.,2.269661718607632E-6,Noun
1150,election,8.626313030823337E-4,Noun
1151,consulate,1.4443301845684933E-6,Noun
1152,United States,4.4119112848213944E-4,Noun
1153,Minister-in-Assistance,5.567622185917662E-6,Noun
1154,cabinet,1.1189734209902865E-4,Noun
1155,delegate,1.701417740417466E-6,Noun
1156,Fidel Alejandro Castro Ruz,6.466081403810885E-5,Noun
1157,Cuban,7.317294085297713E-5,Noun
1158,Fulgencio Batista,7.05748621879181E-5,Noun
1159,government,0.0010903149400106093,Noun
1160,Viva Fidel Castro,5.819473263429796E-5,Noun
1161,Cubans,5.690151635353579E-5,Noun
1162,Ernesto ``Che'' Guevara,5.5608300072773616E-5,Noun
1163,Eduardo Chibás,5.302186751124926E-5,Noun
1164,prime minister,1.0737091810073905E-4,Noun
1165,Arnaldo Ochoa,5.04354349497249E-5,Noun
1166,Ramón Grau,4.914221866896272E-5,Noun
1167,critics,9.572047154275104E-5,Noun
1168,The Movement,4.6555786107438365E-5,Noun
1169,Raúl Castro,4.6263115040516034E-5,Noun
1170,president,0.005089172899249959,Noun
1171,Ángel Castro y Argiz,4.267613726515184E-5,Noun
1172,pressure,4.175571578127338E-5,Noun
1173,administration,6.941674195732816E-4,Noun
1174,police station,3.879648842286531E-5,Noun
1175,Marxist--Leninist,4.0355394555221423E-5,Noun
1176,partnership,5.122284720418451E-5,Noun
1177,government.,3.0211374513404053E-4,Noun
1178,Frank Sturgis,3.3623623299816606E-5,Noun
1179,others,1.1486528234989945E-4,Noun
1180,reaction,4.3066123453816035E-5,Noun
1181,relationship,7.2374726478873E-5,Noun
1182,Latin American,0.0076716867007485074,Noun
1183,economy,1.1774914254578618E-4,Noun
1184,Marxist,3.082615498651605E-5,Noun
1185,Venezuela,2.6185423589523518E-5,Noun
1186,Movement,2.198467677295701E-5,Noun
1187,Mexico,2.83059098210143E-5,Noun
1188,communists,7.327593219423625E-5,Noun
1189,Fidelito,1.6811811649908303E-5,Noun
1190,MR,1.5518595369146124E-5,Noun
1191,rebels,1.635432941740475E-5,Noun
1192,26th of July Movement,9.052513965335238E-6,Noun
1193,opponents,5.0978919134127694E-5,Noun
1194,barracks,1.2367132723843902E-5,Noun
1195,politician,0.0027249813603590915,Noun
1196,Dwight D. Eisenhower,8.595610281060077E-5,Noun
1197,National Congress,1.450960708166482E-5,Noun
1198,Alexander Elliot Anderson Salmond,1.7237124938108332E-5,Noun
1199,Scottish National Party,1.6892382439346166E-5,Noun
1200,Nicola Sturgeon,1.6547639940584E-5,Noun
1201,Scottish,2.899820223088572E-5,Noun
1202,Robert Fyfe Findlay Salmond,1.5858154943059664E-5,Noun
1203,leader,2.6046108064903966E-4,Noun
1204,The Alex Salmond Show,1.5168669945535331E-5,Noun
1205,referendum,3.8435461755668025E-5,Noun
1206,Scottish Parliament,1.968193492858862E-5,Noun
1207,independence,2.4537105790265016E-5,Noun
1208,elections,3.20683443787115E-4,Noun
1209,First Minister,1.34449574517245E-5,Noun
1210,Scottish Government,1.310021495296233E-5,Noun
1211,Scottish Labour,1.2755472454200166E-5,Noun
1212,Member of Parliament,1.45331021390375E-4,Noun
1213,energy,1.0538540965882353E-4,Noun
1214,Margaret Ewing,1.1721244957913664E-5,Noun
1215,University of St Andrews,1.1376502459151501E-5,Noun
1216,party,6.383788835691435E-4,Noun
1217,Conservatives,2.2877867730223285E-5,Noun
1218,allegations,2.4708365738419362E-5,Noun
1219,parties,1.9301777257016623E-4,Noun
1220,Moira French McGlashan,9.308047466578499E-6,Noun
1221,term,3.6417335700645383E-4,Noun
1222,Royal Bank of Scotland,7.929077471529832E-6,Noun
1223,Albert McQuarrie,7.584334972767666E-6,Noun
1224,Debbie Horton,6.894849975243334E-6,Noun
1225,campaign,0.005012444946716563,Noun
1226,Gordon Wilson,6.205364977718999E-6,Noun
1227,Colin Clark.,5.515879980194666E-6,Noun
1228,economist,3.662701526706935E-5,Noun
1229,The Guardian,8.217692237207478E-6,Noun
1230,deputy,2.8448819434284797E-4,Noun
1231,parents,0.0022827714421900344,Noun
1232,British House of Commons,2.068454992573E-6,Noun
1233,resignation,7.673452059575508E-5,Noun
1234,MSP,6.894849975243332E-7,Noun
1235,BBC,9.642743659124877E-6,Noun
1236,Beatrice Chamberlain,1.3353500445126957E-5,Noun
1237,Arthur Neville Chamberlain,1.3086430436224422E-5,Noun
1238,Winston Churchill,1.8978711668205022E-5,Noun
1239,Adolf Hitler,9.969485955179305E-5,Noun
1240,majority,7.690241867832177E-5,Noun
1241,David Lloyd George,1.201815040061426E-5,Noun
1242,British,3.6036158802862277E-4,Noun
1243,Long Parliament,1.1484010382809184E-5,Noun
1244,Austen Chamberlain,1.1216940373906645E-5,Noun
1245,Dunglass,1.0949870365004108E-5,Noun
1246,National Government,1.041573034719903E-5,Noun
1247,Walter Runciman,1.014866033829649E-5,Noun
1248,ˈtʃeɪmbərlɪn,9.881590329393947E-6,Noun
1249,German,0.0013603147415517196,Noun
1250,Conservative Party,1.864188497856708E-5,Noun
1251,House of Commons,3.343484216078402E-5,Noun
1252,many,8.548904333843013E-5,Noun
1253,Richard Chamberlain,8.546240284881252E-6,Noun
1254,Sudetenland,8.279170275978715E-6,Noun
1255,Czechoslovakia,2.3170136201787208E-5,Noun
1256,Munich,1.243296828529839E-4,Noun
1257,Future Labour,7.210890240368558E-6,Noun
1258,War Cabinet,6.943820231466019E-6,Noun
1259,Minister of Health,6.676750222563479E-6,Noun
1260,Lord,1.3956247599647978E-5,Noun
1261,war,0.003432458838866775,Noun
1262,satisfaction,8.5174536719055E-6,Noun
1263,William Kenrick,5.608470186953323E-6,Noun
1264,Duff Cooper,5.3414001780507845E-6,Noun
1265,politics,0.004177675559572787,Noun
1266,British Cabinet,4.807260160245706E-6,Noun
1267,Clement Attlee,4.540190151343166E-6,Noun
1268,Arthur Greenwood,4.273120142440626E-6,Noun
1269,Anthony Eden,3.7389801246355487E-6,Noun
1270,statement,8.435741148156456E-6,Noun
1271,Germans,2.5460549876587453E-5,Noun
1272,Prime Minister,1.4977820044676383E-4,Noun
1273,Alfred Clayton Cole,2.403630080122853E-6,Noun
1274,Horace Wilson,2.136560071220313E-6,Noun
1275,Herbert,1.8694900623177744E-6,Noun
1276,Unionists,1.0682800356101565E-6,Noun
1277,Lilian,8.012100267076176E-7,Noun
1278,invasion,1.1322421338262265E-4,Noun
1279,Ferry Carondelet,4.612590439812651E-6,Noun
1280,Montbenoît,4.520338631016399E-6,Noun
1281,Margaret of Austria,4.4280868222201446E-6,Noun
1282,advisor,6.838054300031102E-6,Noun
1283,abbot,4.2435832046276395E-6,Noun
1284,abbey,7.777041648151914E-6,Noun
1285,Austria,1.444915475596435E-5,Noun
1286,Habsburg,1.4085007711353445E-5,Noun
1287,Besançon,3.874575969442628E-6,Noun
1288,University of Franche-Comté,3.782324160646374E-6,Noun
1289,article,7.513165394837465E-4,Noun
1290,Maximilian I,1.2844034579131351E-5,Noun
1291,Wikipedia,7.17341779551847E-4,Noun
1292,family,0.0054376446303586335,Noun
1293,Burgundy,3.3210651166651093E-6,Noun
1294,Jean Carondelet,3.2288133078688563E-6,Noun
1295,church,1.2645490588908132E-5,Noun
1296,church advisor,3.0443096902763504E-6,Noun
1297,orders,1.1068894381720375E-5,Noun
1298,confessor,2.7675542638875908E-6,Noun
1299,ward,6.9391737829240125E-6,Noun
1300,court,2.0752174762480148E-4,Noun
1301,Dole,2.3062952199063256E-6,Noun
1302,Flanders,1.4488229826529914E-5,Noun
1303,Mechelen,2.1217916023138198E-6,Noun
1304,Archdeacon,2.029539793517567E-6,Noun
1305,Holy Roman Emperor,1.937287984721314E-6,Noun
1306,stub,3.401019870350745E-5,Noun
1307,marble tomb,1.7527843671288076E-6,Noun
1308,Fra Bartolomeo,1.6605325583325546E-6,Noun
1309,Spanish Netherlands,6.774415931557917E-6,Noun
1310,Charles V,8.511067118086857E-6,Noun
1311,Papal Legate,1.2915253231475422E-6,Noun
1312,Cathedrale Saint Jean,1.1992735143512893E-6,Noun
1313,Catholic Church,1.1070217055550361E-6,Noun
1314,Belgian,4.6095182908620065E-5,Noun
1315,cathedral,9.225180879625303E-7,Noun
1316,benefactor,8.302662791662773E-7,Noun
1317,Carondelet Altar,7.380144703700243E-7,Noun
1318,Italian,2.2082623968429263E-4,Noun
1319,1473,5.535108527775181E-7,Noun
1320,27 June 1528,4.6125904398126513E-7,Noun
1321,1504,3.6900723518501213E-7,Noun
1322,1508,2.7675542638875903E-7,Noun
1323,1510,1.8450361759250607E-7,Noun
1324,1515,9.225180879625303E-8,Noun
1325,Yves Camille Désiré Leterme,8.250875578538938E-6,Noun
1326,Albert II,7.755823043826604E-6,Noun
1327,CD&V,7.5908055322558255E-6,Noun
1328,Flemish,2.2576394858933364E-5,Noun
1329,French,6.257917292723131E-4,Noun
1330,Herman Van Rompuy,6.6007004628311515E-6,Noun
1331,leaders,5.368456299704419E-5,Noun
1332,reform,6.759923873314798E-5,Noun
1333,West Flanders,5.610595393406479E-6,Noun
1334,minister,8.67289658473869E-5,Noun
1335,deputy prime minister,6.447174888060464E-6,Noun
1336,minister of Agriculture,4.620490323981806E-6,Noun
1337,coalition government.,7.752273451446468E-6,Noun
1338,King,3.8826027015600115E-5,Noun
1339,Ypres,3.3003502314155757E-6,Noun
1340,Wervik,2.8052976967032395E-6,Noun
1341,Elio Di Rupo,2.6402801851324602E-6,Noun
1342,communities,4.811657771490515E-6,Noun
1343,Brussels-Halle-Vilvoorde,1.8151926272785667E-6,Noun
1344,Dutch,7.546561043839587E-5,Noun
1345,Fortis,1.4851576041370094E-6,Noun
1346,Budget,1.3201400925662301E-6,Noun
1347,flurry,1.1551225809954515E-6,Noun
1348,consultations,9.901050694246726E-7,Noun
1349,representatives,1.835453393743299E-5,Noun
1350,coronation,6.600700462831151E-7,Noun
1351,matter,1.7361458505206772E-5,Noun
1352,Ghent University,3.3003502314155753E-7,Noun
1353,Catholic University of Leuven,1.6501751157077877E-7,Noun
1354,Vladimir Lenin,2.2244384887307632E-5,Noun
1355,Russian,1.8904908302958684E-4,Noun
1356,Alexei Maximovich Peshkov,4.043144371050386E-6,Noun
1357,Soviet,1.6003166749876122E-4,Noun
1358,Moura Budberg,3.87468002225662E-6,Noun
1359,short stories,2.2707687025348447E-5,Noun
1360,experiences,2.1858660876185492E-5,Noun
1361,writings,7.01378184979617E-5,Noun
1362,writer,2.762836750459372E-4,Noun
1363,journalist,2.2445982369175213E-4,Noun
1364,writing,3.3597142433841926E-5,Noun
1365,Makar Chudra,3.2850548014784393E-6,Noun
1366,Mother,5.699586927131343E-6,Noun
1367,The Caucasus,3.03235827828779E-6,Noun
1368,Очерки и рассказы,2.9481261038909064E-6,Noun
1369,suppression,2.863893929494024E-6,Noun
1370,hardships,2.7796617550971404E-6,Noun
1371,Bolshevik,3.831087839045111E-6,Noun
1372,times,7.995950893127676E-5,Noun
1373,Moscow,5.9518870101456165E-5,Noun
1374,works,2.3477570144819475E-4,Noun
1375,boy,1.006184885876856E-4,Noun
1376,Alexander Bogdanov,2.105804359922076E-6,Noun
1377,author,2.311434922547793E-4,Noun
1378,Children of the Sun,1.93734001112831E-6,Noun
1379,success,7.483947455091E-5,Noun
1380,jobs,2.5185420281228815E-5,Noun
1381,act,3.669396339454981E-6,Noun
1382,Иегудиил Хламида,1.516179139143895E-6,Noun
1383,thinker,1.431946964747012E-6,Noun
1384,work,4.2930603421832556E-4,Noun
1385,writers,4.7958770652939E-5,Noun
1386,life,3.802822903591863E-4,Noun
1387,Leopold Averbakh,1.0107860927625965E-6,Noun
1388,Hillel,9.265539183657135E-7,Noun
1389,movement,1.894098851685787E-4,Noun
1390,wisdom,2.1884435482237616E-6,Noun
1391,Ioasaf Tikhomirov,5.896252207781814E-7,Noun
1392,Literature.,1.6507580746401783E-6,Noun
1393,humaneness,8.423217439688305E-8,Noun
1394,John Glover ``Jack'' Roberts Sr.,6.666866077274512E-5,Noun
1395,Supreme Court,2.461443188318284E-4,Noun
1396,George W. Bush,0.006563763563630923,Noun
1397,Harvard Law School,2.281576678411822E-4,Noun
1398,John Marshall,6.133516791092551E-5,Noun
1399,nomination,3.089551643148855E-4,Noun
1400,La Lumiere School,5.866842148001571E-5,Noun
1401,William H. Rehnquist,5.7335048264560804E-5,Noun
1402,swing vote,5.60016750491059E-5,Noun
1403,Henry Friendly,5.4668301833650995E-5,Noun
1404,chief justice,5.33349286181961E-5,Noun
1405,Sandra Day O'Connor,8.987884638158696E-5,Noun
1406,descendant,1.0164625994190361E-4,Noun
1407,Ronald Reagan,7.015740469115697E-4,Noun
1408,George H.W.,1.893421351822806E-4,Noun
1409,Appellate Court,4.533468932546669E-5,Noun
1410,schools,1.509565310720344E-4,Noun
1411,Catholic,8.544394480713336E-5,Noun
1412,editor,6.949708374576025E-5,Noun
1413,New York,2.1270122167398175E-4,Noun
1414,Roberts,4.906208510151824E-5,Noun
1415,La Porte,3.600107681728237E-5,Noun
1416,commerce,3.747330859333671E-5,Noun
1417,David B. Wilkins,3.200095717091766E-5,Noun
1418,girl,4.336730964962743E-5,Noun
1419,philosophy,1.7205699279694396E-4,Noun
1420,Department of Justice,2.800083752455295E-5,Noun
1421,Long Beach,2.8431204044158254E-5,Noun
1422,Hamburg,1.0545446126265632E-4,Noun
1423,Affordable Care Act,2.2667344662733346E-5,Noun
1424,Chief Justice,3.0918800472551935E-5,Noun
1425,course,3.7361213930875514E-5,Noun
1426,Clarence Thomas,0.001778606376150158,Noun
1427,abridgment,1.3333732154549025E-5,Noun
1428,Samuel Alito,3.0182105423503576E-5,Noun
1429,Brett Kavanaugh,2.98366437741862E-5,Noun
1430,case,3.465837112360337E-4,Noun
1431,classmate,9.188309573582835E-6,Noun
1432,sophomore history major,5.333492861819611E-6,Noun
1433,history major,1.913363398676895E-5,Noun
1434,Donald Trump,1.5841961768702214E-4,Noun
1435,Philippe Meunier,1.1868307322643712E-5,Noun
1436,Bron,1.1393575029737967E-5,Noun
1437,Rhône,1.9977051667429167E-4,Noun
1438,National Assembly of France,2.0803599649860265E-4,Noun
1439,Union for a Popular Movement,1.611920762906922E-4,Noun
1440,France,3.4590883907326787E-4,Noun
1441,16 March 1966,9.494645858114968E-6,Noun
1442,1,3.171045775665464E-4,Noun
1443,16,1.6369082461588473E-5,Noun
1444,1966,1.1115195470582743E-5,Noun
1445,Marcus Opellius Macrinus,6.996333607416027E-6,Noun
1446,Elagabalus,1.9639393360200915E-5,Noun
1447,Diadumenianus,6.576553590971065E-6,Noun
1448,Emperor Caracalla,6.436626918822745E-6,Noun
1449,Septimius Severus,2.3138549322177783E-5,Noun
1450,unrest,2.646073285689076E-5,Noun
1451,names,4.273821506215655E-5,Noun
1452,Armenia,4.897433525191218E-6,Noun
1453,Emperor,2.461207257705507E-5,Noun
1454,education,1.2502931670889153E-4,Noun
1455,peace,2.5308252053285133E-5,Noun
1456,actions,1.8347408706521998E-5,Noun
1457,Antioch,2.938460115114731E-6,Noun
1458,policies,5.713634471145502E-5,Noun
1459,legions,7.261076529965407E-6,Noun
1460,rebellion,2.6580816916933767E-5,Noun
1461,accession,7.155669452475829E-6,Noun
1462,empire,3.897398530173069E-5,Noun
1463,prefect,1.1581591247857453E-5,Noun
1464,provinces,9.82357816278614E-6,Noun
1465,advantage,7.356091118437591E-5,Noun
1466,mə-CRY-nəs,1.259340049334885E-6,Noun
1467,kingdoms,1.1194133771865643E-6,Noun
1468,military,2.083410693712585E-4,Noun
1469,reforms,3.012174473099809E-5,Noun
1470,Marcus Aurelius Severus Alexander,2.019205171418989E-5,Noun
1471,mother,0.001064056174197306,Noun
1472,death,4.7223604575905427E-4,Noun
1473,tribes,2.118025405247122E-5,Noun
1474,dynasty,6.746158982998196E-5,Noun
1475,guards,1.615364137135191E-5,Noun
1476,assassination,6.925082931494261E-5,Noun
1477,Julia Soaemias,1.4538277234216722E-5,Noun
1478,Julia Avita Mamaea,1.4134436199932927E-5,Noun
1479,Historia Augusta,4.179800078017992E-5,Noun
1480,Crisis of the Third Century,1.2519072062797735E-5,Noun
1481,Emperor Elagabalus,1.2115231028513935E-5,Noun
1482,Germanic,1.330496937292263E-5,Noun
1483,conspiracy,2.6698159321832976E-5,Noun
1484,decision,0.002145500472122132,Noun
1485,Alexianus,6.461456548540766E-6,Noun
1486,peacetime reign,5.653774479973169E-6,Noun
1487,advice,1.407532880637038E-5,Noun
1488,Nymphaeum of Alexander,4.038410342837977E-6,Noun
1489,deaths,1.3372498476671868E-5,Noun
1490,fountain,3.230728274270383E-6,Noun
1491,grandsons,6.325155387036008E-5,Noun
1492,Campbell,2.0192051714189885E-6,Noun
1493,Marcus Julius Gessius Bassianus,1.6153641371351916E-6,Noun
1494,civil war,1.4092035085018144E-5,Noun
1495,Severan,8.72010936451514E-6,Noun
1496,Kim Jong Il,6.476356646675865E-6,Noun
1497,North Korean,1.0722737476112859E-5,Noun
1498,famine,1.6725145133901503E-5,Noun
1499,Pyongyang,5.958248114941795E-6,Noun
1500,Kim Jong Un,5.569666716141245E-6,Noun
1501,South Korea,7.074364723101027E-6,Noun
1502,Great Leader,5.31061245027421E-6,Noun
1503,successors,5.181085317340692E-6,Noun
1504,constitution,8.030824937884646E-5,Noun
1505,Madeleine Albright,4.922031051473657E-6,Noun
1506,biography,2.3174340742779924E-5,Noun
1507,death.,1.9834143271299006E-5,Noun
1508,Soviet Union,1.396470387627742E-4,Noun
1509,Namsan Higher Middle School,4.015341120939036E-6,Noun
1510,National Defence Commission,3.885813988005519E-6,Noun
1511,Kim Pyong Il,3.756286855072002E-6,Noun
1512,army camp,3.497232589204967E-6,Noun
1513,Supreme Commander,3.3677054562714498E-6,Noun
1514,Korean People's Army,3.2381783233379327E-6,Noun
1515,time,3.484325063788677E-4,Noun
1516,Kim Yong Nam,2.9791240574708977E-6,Noun
1517,Kim Jong Suk,2.8495969245373806E-6,Noun
1518,WPK,2.720069791603863E-6,Noun
1519,Shura,2.590542658670346E-6,Noun
1520,Lee Min,2.4610155257368286E-6,Noun
1521,Changun,2.3314883928033115E-6,Noun
1522,Voroshilov,2.2019612598697944E-6,Noun
1523,Alexander Irsenovich Kim,2.0724341269362765E-6,Noun
1524,dissolution,3.089219070219767E-5,Noun
1525,media,6.823581191745541E-6,Noun
1526,Kim Yong Ju,1.4247984622686903E-6,Noun
1527,trade,2.3520540516626664E-5,Noun
1528,Chairman,3.915103103700628E-5,Noun
1529,Song Hye Rim,9.066899305346212E-7,Noun
1530,Japan,2.6367683772044753E-5,Noun
1531,World War II,2.3999604091951064E-4,Noun
1532,Juche,5.181085317340691E-7,Noun
1533,Vyatskoye,2.5905426586703456E-7,Noun
1534,pronunciation,3.427226130244407E-4,Noun
1535,Gaius Messius Quintus Trajanus Decius,6.363649235264913E-6,Noun
1536,Maximinus Thrax,6.236376250559615E-6,Noun
1537,Goths,6.1091032658543166E-6,Noun
1538,Christians,5.9818302811490195E-6,Noun
1539,Herennius Etruscus,5.854557296443721E-6,Noun
1540,Philip the Arab,5.600011327033125E-6,Noun
1541,Decian,5.472738342327825E-6,Noun
1542,persecution,1.101662704624898E-5,Noun
1543,state,4.068525903623566E-4,Noun
1544,attempt,2.4087991744776585E-5,Noun
1545,Moesia,4.581827449390738E-6,Noun
1546,Danube,4.327281479980141E-6,Noun
1547,Fabian,4.200008495274844E-6,Noun
1548,inhabitants,7.420227264715345E-6,Noun
1549,sacrifice,3.436370587043054E-6,Noun
1550,Abritus,3.1818246176324566E-6,Noun
1551,Carthage,3.0545516329271583E-6,Noun
